Season,Region,Site_ID,Sample_type,Sample_ID,Filter_no,Filter_ID,MP_category,MP_color,Length_mm
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,2,Wbay2_mp2_2,fiber,clear,1.026
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,2,Wbay2_mp2_2,fiber,red,0.983
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,1,Wbay2_mp2_1,fiber,black,0.722
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp12,3,Wbay2_mp12_3,fiber,blue,1.512
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp12,3,Wbay2_mp12_3,fiber,black,0.925
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp12,3,Wbay2_mp12_3,fiber,blue,0.219
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp12,1,Wbay2_mp12_1,fiber,clear,2.053
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp12,1,Wbay2_mp12_1,fiber,black,2.12
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,8,Wbay2_mp11_8,fiber,clear,0.369
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,6,Wbay2_mp11_6,fiber,black,1.097
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,6,Wbay2_mp11_6,fiber,grey,4.319
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,5,Wbay2_mp11_5,fiber,black,0.46
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,5,Wbay2_mp11_5,fiber,clear,5.022
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,4,Wbay2_mp11_4,fiber,clear,3.049
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,3,Wbay2_mp11_3,fiber,blue,1.103
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,2,Wbay2_mp11_2,fiber,black,0.091
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp11,1,Wbay2_mp11_1,fiber,clear,0.524
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp10,5,Wbay2_mp10_5,fiber,red,0.185
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp10,4,Wbay2_mp10_4,fiber,blue,1.68
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp10,3,Wbay2_mp10_3,fiber,clear,3.245
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp10,2,Wbay2_mp10_2,fiber,clear,3.604
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp10,1,Wbay2_mp10_1,fiber,black,1.493
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,6,Wbay2_mp1_6,fiber,red,2.056
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,6,Wbay2_mp1_6,fiber,clear,1.107
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,5,Wbay2_mp1_5,fiber,clear,1.605
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,5,Wbay2_mp1_5,fiber,red,1.592
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,4,Wbay2_mp1_4,fiber,blue,2.03
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,4,Wbay2_mp1_4,fiber,red,0.967
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,4,Wbay2_mp1_4,fiber,clear,0.859
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,3,Wbay2_mp1_3,fiber,blue,1.068
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,3,Wbay2_mp1_3,fiber,blue,0.784
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,2,Wbay2_mp1_2,fiber,black,1.359
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp1,1,Wbay2_mp1_1,fiber,black,0.372
Spring2021,Wbay,Wbay1,waterblank,Wbay1_waterblank,1,Wbay1_waterblank_1,fiber,red,2.348
Spring2021,Wbay,Wbay1,waterblank,Wbay1_waterblank,1,Wbay1_waterblank_1,fragment,blue,0.172
Spring2021,Wbay,Wbay1,waterblank,Wbay1_waterblank,1,Wbay1_waterblank_1,fiber,clear,1.146
Spring2021,Wbay,Wbay1,water,Wbay1_water3,5,Wbay1_water3_5,fiber,red,0.656
Spring2021,Wbay,Wbay1,water,Wbay1_water3,5,Wbay1_water3_5,fragment,blue,0.357
Spring2021,Wbay,Wbay1,water,Wbay1_water3,4,Wbay1_water3_4,fragment,pink,0.602
Spring2021,Wbay,Wbay1,water,Wbay1_water3,3,Wbay1_water3_3,fiber,red,0.908
Spring2021,Wbay,Wbay1,water,Wbay1_water3,3,Wbay1_water3_3,fiber,red,0.473
Spring2021,Wbay,Wbay1,water,Wbay1_water3,2,Wbay1_water3_2,fiber,blue,1.007
Spring2021,Wbay,Wbay1,water,Wbay1_water3,1,Wbay1_water3_1,fiber,red,0.658
Spring2021,Wbay,Wbay1,water,Wbay1_water3,1,Wbay1_water3_1,fiber,red,0.887
Spring2021,Wbay,Wbay1,water,Wbay1_water2,5,Wbay1_water2_5,fiber,blue,1.423
Spring2021,Wbay,Wbay1,water,Wbay1_water2,4,Wbay1_water2_4,fragment,blue,0.281
Spring2021,Wbay,Wbay1,water,Wbay1_water2,4,Wbay1_water2_4,fiber,red,0.446
Spring2021,Wbay,Wbay1,water,Wbay1_water2,3,Wbay1_water2_3,fiber,red,1.267
Spring2021,Wbay,Wbay1,water,Wbay1_water2,2,Wbay1_water2_2,fiber,red,0.369
Spring2021,Wbay,Wbay1,water,Wbay1_water2,1,Wbay1_water2_1,fiber,orange,1.498
Spring2021,Wbay,Wbay1,water,Wbay1_water1,4,Wbay1_water1_4,fiber,blue,0.721
Spring2021,Wbay,Wbay1,water,Wbay1_water1,3,Wbay1_water1_3,fragment,pink,0.185
Spring2021,Wbay,Wbay1,water,Wbay1_water1,3,Wbay1_water1_3,fiber,clear,0.849
Spring2021,Wbay,Wbay1,water,Wbay1_water1,2,Wbay1_water1_2,fragment,pink,0.396
Spring2021,Wbay,Wbay1,water,Wbay1_water1,2,Wbay1_water1_2,fiber,clear,0.723
Spring2021,Wbay,Wbay1,water,Wbay1_water1,2,Wbay1_water1_2,fiber,black,0.567
Spring2021,Wbay,Wbay1,water,Wbay1_water1,1,Wbay1_water1_1,fragment,pink,0.27
Spring2021,Wbay,Wbay1,water,Wbay1_water1,1,Wbay1_water1_1,fragment,pink,0.495
Spring2021,Wbay,Wbay1,water,Wbay1_water1,1,Wbay1_water1_1,fragment,blue,0.054
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank4,1,Wbay1_oysterblank4_1,fragment,clear,0.726
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank4,1,Wbay1_oysterblank4_1,fragment,clear,1.16
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank4,1,Wbay1_oysterblank4_1,fiber,clear,1.155
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank4,1,Wbay1_oysterblank4_1,fiber,blue,0.293
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank4,1,Wbay1_oysterblank4_1,fiber,clear,0.44
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank4,1,Wbay1_oysterblank4_1,fiber,clear,2.575
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank3,1,Wbay1_oysterblank3_1,fiber,red,1.137
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank3,1,Wbay1_oysterblank3_1,fiber,red,0.53
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank3,1,Wbay1_oysterblank3_1,fiber,black,0.278
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank3,1,Wbay1_oysterblank3_1,fiber,red,0.568
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,clear,0.7
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,black,1.987
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fragment,blue,0.229
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,clear,1.493
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,clear,0.563
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,clear,0.942
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,red,0.187
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,clear,0.718
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,clear,2.598
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,red,0.975
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank2,1,Wbay1_oysterblank2_1,fiber,clear,0.858
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank1,1,Wbay1_oysterblank1_1,fiber,clear,0.289
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank1,1,Wbay1_oysterblank1_1,fiber,clear,2.658
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank1,1,Wbay1_oysterblank1_1,fiber,clear,0.99
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank1,1,Wbay1_oysterblank1_1,fiber,blue,2.818
Spring2021,Wbay,Wbay1,oysterblank,Wbay1_oysterblank1,1,Wbay1_oysterblank1_1,fiber,clear,0.505
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,8,Wbay1_mp9_8,fiber,red,0.402
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,8,Wbay1_mp9_8,fiber,red,0.324
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,8,Wbay1_mp9_8,fiber,black,1.619
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,7,Wbay1_mp9_7,fiber,red,0.612
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,7,Wbay1_mp9_7,fiber,clear,1.184
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,7,Wbay1_mp9_7,fiber,red,0.355
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,6,Wbay1_mp9_6,fiber,red,1.113
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,6,Wbay1_mp9_6,fiber,grey,0.479
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,5,Wbay1_mp9_5,fiber,red,1.422
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,5,Wbay1_mp9_5,fiber,red,0.645
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,4,Wbay1_mp9_4,fiber,red,1.654
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,4,Wbay1_mp9_4,fiber,red,0.414
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,4,Wbay1_mp9_4,fiber,red,1.427
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,3,Wbay1_mp9_3,fiber,clear,1.021
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,2,Wbay1_mp9_2,fiber,clear,0.386
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,2,Wbay1_mp9_2,fiber,clear,0.626
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,2,Wbay1_mp9_2,fragment,red,0.138
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp9,1,Wbay1_mp9_1,fragment,red,0.055
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,7,Wbay1_mp8_7,fiber,blue,0.268
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,7,Wbay1_mp8_7,fiber,clear,0.44
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,6,Wbay1_mp8_6,fiber,clear,1.384
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,6,Wbay1_mp8_6,fiber,clear,1.875
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,5,Wbay1_mp8_5,fiber,clear,1.557
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,4,Wbay1_mp8_4,fiber,red,1.832
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,4,Wbay1_mp8_4,fiber,clear,1.733
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,3,Wbay1_mp8_3,fiber,red,4.854
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,2,Wbay1_mp8_2,fiber,red,1.002
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp8,1,Wbay1_mp8_1,fiber,red,0.735
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,4,Wbay1_mp7_4,fiber,clear,2.865
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,4,Wbay1_mp7_4,fiber,black,0.796
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,4,Wbay1_mp7_4,fragment,red,0.146
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,3,Wbay1_mp7_3,fiber,blue,2.341
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,3,Wbay1_mp7_3,fiber,clear,1.026
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,3,Wbay1_mp7_3,fiber,black,0.99
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,2,Wbay1_mp7_2,fiber,red,2.673
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,2,Wbay1_mp7_2,fiber,red,0.971
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp7,1,Wbay1_mp7_1,fiber,red,1.06
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,4,Wbay1_mp5_4,fiber,clear,0.864
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,4,Wbay1_mp5_4,fiber,clear,8.101
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,4,Wbay1_mp5_4,fiber,clear,0.533
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,4,Wbay1_mp5_4,fragment,clear,1.097
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,3,Wbay1_mp5_3,fiber,clear,1.341
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,3,Wbay1_mp5_3,fragment,clear,0.225
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,3,Wbay1_mp5_3,fiber,clear,1.17
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,3,Wbay1_mp5_3,fiber,red,0.949
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,2,Wbay1_mp5_2,fiber,red,0.862
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,2,Wbay1_mp5_2,fragment,blue,0.088
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,2,Wbay1_mp5_2,fiber,blue,1.926
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,1,Wbay1_mp5_1,fiber,blue,6.092
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp5,1,Wbay1_mp5_1,fiber,red,0.247
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,5,Wbay1_mp4_5,fiber,red,0.382
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,4,Wbay1_mp4_4,fiber,red,1.595
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,4,Wbay1_mp4_4,fiber,red,0.555
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,4,Wbay1_mp4_4,fiber,clear,0.786
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,3,Wbay1_mp4_3,fiber,clear,2.679
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,3,Wbay1_mp4_3,fiber,black,1.178
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,2,Wbay1_mp4_2,fiber,red,0.593
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,2,Wbay1_mp4_2,fiber,blue,1.264
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp4,1,Wbay1_mp4_1,fiber,clear,0.883
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp3,2,Wbay1_mp3_2,fragment,clear,0.935
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp3,2,Wbay1_mp3_2,fiber,red,1.049
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp3,2,Wbay1_mp3_2,fiber,clear,0.72
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp3,1,Wbay1_mp3_1,fiber,clear,0.771
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp3,1,Wbay1_mp3_1,fiber,clear,0.481
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp3,1,Wbay1_mp3_1,fiber,blue,1.147
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,4,Wbay1_mp2_4,fiber,clear,1.445
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,4,Wbay1_mp2_4,fiber,red,0.351
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,4,Wbay1_mp2_4,fiber,red,0.595
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,3,Wbay1_mp2_3,fiber,red,0.513
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,3,Wbay1_mp2_3,fiber,red,0.976
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,3,Wbay1_mp2_3,fiber,black,0.219
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,3,Wbay1_mp2_3,fragment,black,0.463
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,2,Wbay1_mp2_2,fiber,clear,0.718
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp2,1,Wbay1_mp2_1,fiber,clear,0.179
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,4,Wbay1_mp11_4,fiber,red,0.771
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,4,Wbay1_mp11_4,fiber,clear,0.766
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,4,Wbay1_mp11_4,fiber,red,2.247
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,3,Wbay1_mp11_3,fiber,red,0.557
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,3,Wbay1_mp11_3,fiber,clear,0.474
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,2,Wbay1_mp11_2,fiber,clear,1.394
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,1,Wbay1_mp11_1,fiber,red,0.454
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp11,1,Wbay1_mp11_1,fragment,blue,0.126
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,5,Wbay1_mp10_5,fiber,red,1.648
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,5,Wbay1_mp10_5,fiber,red,0.548
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,4,Wbay1_mp10_4,fiber,red,0.363
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,4,Wbay1_mp10_4,fiber,black,1.07
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,3,Wbay1_mp10_3,fiber,red,3.76
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,3,Wbay1_mp10_3,fiber,black,1.956
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,3,Wbay1_mp10_3,fiber,clear,0.745
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,2,Wbay1_mp10_2,fiber,clear,1.207
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,1,Wbay1_mp10_1,fiber,red,1.244
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp10,1,Wbay1_mp10_1,fiber,red,0.1
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,9,Wbay1_mp1_9,fiber,clear,0.565
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,9,Wbay1_mp1_9,fiber,red,1.037
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,8,Wbay1_mp1_8,fiber,clear,2.246
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,8,Wbay1_mp1_8,fiber,red,4.797
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,7,Wbay1_mp1_7,fragment,clear,1.987
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,6,Wbay1_mp1_6,fiber,black,1.228
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,6,Wbay1_mp1_6,fiber,clear,3.702
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,5,Wbay1_mp1_5,fiber,red,0.944
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,5,Wbay1_mp1_5,fiber,black,0.221
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,4,Wbay1_mp1_4,fiber,red,0.371
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,3,Wbay1_mp1_3,fiber,red,0.185
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,2,Wbay1_mp1_2,fiber,red,0.228
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,2,Wbay1_mp1_2,fragment,clear,0.207
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,10,Wbay1_mp1_10,fiber,clear,0.449
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,1,Wbay1_mp1_1,fiber,black,0.415
Spring2021,Wbay,Wbay1,oyster,Wbay1_mp1,1,Wbay1_mp1_1,fiber,red,0.129
Spring2021,Trin,Trin3,waterblank,Trin3_waterblank,1,Trin3_waterblank_1,fragment,pink,0.406
Spring2021,Trin,Trin3,waterblank,Trin3_waterblank,1,Trin3_waterblank_1,fragment,clear,0.212
Spring2021,Trin,Trin3,waterblank,Trin3_waterblank,1,Trin3_waterblank_1,fiber,red,1.604
Spring2021,Trin,Trin3,water,Trin3_water3,6,Trin3_water3_6,fiber,red,2.073
Spring2021,Trin,Trin3,water,Trin3_water3,6,Trin3_water3_6,fiber,clear,0.91
Spring2021,Trin,Trin3,water,Trin3_water3,5,Trin3_water3_5,fiber,clear,0.94
Spring2021,Trin,Trin3,water,Trin3_water3,4,Trin3_water3_4,fiber,clear,0.785
Spring2021,Trin,Trin3,water,Trin3_water3,3,Trin3_water3_3,fiber,clear,0.212
Spring2021,Trin,Trin3,water,Trin3_water3,2,Trin3_water3_2,fiber,clear,0.414
Spring2021,Trin,Trin3,water,Trin3_water3,1,Trin3_water3_1,fiber,clear,0.473
Spring2021,Trin,Trin3,water,Trin3_water2,6,Trin3_water2_6,fiber,clear,1.018
Spring2021,Trin,Trin3,water,Trin3_water2,6,Trin3_water2_6,fiber,red,1.238
Spring2021,Trin,Trin3,water,Trin3_water2,6,Trin3_water2_6,fiber,red,1.067
Spring2021,Trin,Trin3,water,Trin3_water2,5,Trin3_water2_5,fiber,clear,0.822
Spring2021,Trin,Trin3,water,Trin3_water2,5,Trin3_water2_5,fiber,red,0.601
Spring2021,Trin,Trin3,water,Trin3_water2,4,Trin3_water2_4,fiber,clear,0.631
Spring2021,Trin,Trin3,water,Trin3_water2,4,Trin3_water2_4,fiber,clear,1.33
Spring2021,Trin,Trin3,water,Trin3_water2,3,Trin3_water2_3,fiber,clear,0.667
Spring2021,Trin,Trin3,water,Trin3_water2,2,Trin3_water2_2,fiber,clear,0.586
Spring2021,Trin,Trin3,water,Trin3_water2,2,Trin3_water2_2,fiber,black,4.223
Spring2021,Trin,Trin3,water,Trin3_water2,1,Trin3_water2_1,fiber,clear,0.794
Spring2021,Trin,Trin3,water,Trin3_water2,1,Trin3_water2_1,fiber,black,2.601
Spring2021,Trin,Trin3,water,Trin3_water1,6,Trin3_water1_6,fiber,black,1.837
Spring2021,Trin,Trin3,water,Trin3_water1,6,Trin3_water1_6,fiber,blue,0.397
Spring2021,Trin,Trin3,water,Trin3_water1,5,Trin3_water1_5,fiber,red,0.505
Spring2021,Trin,Trin3,water,Trin3_water1,4,Trin3_water1_4,fiber,red,0.508
Spring2021,Trin,Trin3,water,Trin3_water1,3,Trin3_water1_3,fiber,red,0.544
Spring2021,Trin,Trin3,water,Trin3_water1,2,Trin3_water1_2,fiber,blue,0.596
Spring2021,Trin,Trin3,water,Trin3_water1,2,Trin3_water1_2,fiber,red,0.172
Spring2021,Trin,Trin3,water,Trin3_water1,1,Trin3_water1_1,fiber,blue,0.64
Spring2021,Trin,Trin3,water,Trin3_water1,1,Trin3_water1_1,fiber,black,0.234
Spring2021,Trin,Trin3,water,Trin3_water1,1,Trin3_water1_1,fragment,blue,0.195
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,clear,1.236
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fragment,red,0.214
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,black,0.807
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,blue,1.436
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,clear,1.613
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,blue,0.314
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,black,0.699
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,clear,2.114
Spring2021,Trin,Trin2,waterblank,Trin2_waterblank,1,Trin2_waterblank_1,fiber,red,0.69
Spring2021,Trin,Trin2,water,Trin2_water3,6,Trin2_water3_6,fiber,black,1.66
Spring2021,Trin,Trin2,water,Trin2_water3,6,Trin2_water3_6,fiber,red,0.538
Spring2021,Trin,Trin2,water,Trin2_water3,6,Trin2_water3_6,fiber,clear,0.766
Spring2021,Trin,Trin2,water,Trin2_water3,5,Trin2_water3_5,fiber,blue,1.619
Spring2021,Trin,Trin2,water,Trin2_water3,5,Trin2_water3_5,fiber,red,0.599
Spring2021,Trin,Trin2,water,Trin2_water3,5,Trin2_water3_5,fiber,red,1.093
Spring2021,Trin,Trin2,water,Trin2_water3,4,Trin2_water3_4,fiber,red,0.337
Spring2021,Trin,Trin2,water,Trin2_water3,3,Trin2_water3_3,fiber,blue,2.814
Spring2021,Trin,Trin2,water,Trin2_water3,2,Trin2_water3_2,fiber,black,3.982
Spring2021,Trin,Trin2,water,Trin2_water3,2,Trin2_water3_2,fiber,black,1.531
Spring2021,Trin,Trin2,water,Trin2_water3,1,Trin2_water3_1,fiber,red,0.755
Spring2021,Trin,Trin2,water,Trin2_water3,1,Trin2_water3_1,fiber,red,1.315
Spring2021,Trin,Trin2,water,Trin2_water2,6,Trin2_water2_6,fiber,red,1.446
Spring2021,Trin,Trin2,water,Trin2_water2,6,Trin2_water2_6,fiber,red,1.97
Spring2021,Trin,Trin2,water,Trin2_water2,5,Trin2_water2_5,fiber,red,0.946
Spring2021,Trin,Trin2,water,Trin2_water2,4,Trin2_water2_4,fiber,red,0.725
Spring2021,Trin,Trin2,water,Trin2_water2,3,Trin2_water2_3,fiber,red,1.677
Spring2021,Trin,Trin2,water,Trin2_water2,2,Trin2_water2_2,fiber,clear,0.434
Spring2021,Trin,Trin2,water,Trin2_water2,1,Trin2_water2_1,fiber,clear,0.508
Spring2021,Trin,Trin2,water,Trin2_water1,6,Trin2_water1_6,fiber,blue,0.781
Spring2021,Trin,Trin2,water,Trin2_water1,5,Trin2_water1_5,fiber,red,0.268
Spring2021,Trin,Trin2,water,Trin2_water1,4,Trin2_water1_4,fiber,red,0.207
