Season,Region,Site_ID,Sample_type,Sample_ID,Filter_no,Filter_ID,MP_category,MP_color,Length_mm
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp11,2,Xbay1_mp11_2,fiber,red,0.391
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp11,2,Xbay1_mp11_2,fiber,red,1.996
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp11,1,Xbay1_mp11_1,fiber,clear,3.373
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp11,1,Xbay1_mp11_1,fiber,clear,1.221
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,6,Xbay1_mp10_6,fiber,clear,0.78
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,6,Xbay1_mp10_6,fiber,clear,1.166
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,6,Xbay1_mp10_6,fiber,blue,0.389
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,6,Xbay1_mp10_6,fiber,clear,1.325
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,6,Xbay1_mp10_6,fiber,clear,0.387
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,5,Xbay1_mp10_5,fiber,clear,1.399
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,5,Xbay1_mp10_5,fiber,clear,14.009
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,5,Xbay1_mp10_5,fiber,clear,1.943
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,5,Xbay1_mp10_5,fiber,black,0.271
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,4,Xbay1_mp10_4,fiber,clear,0.463
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,4,Xbay1_mp10_4,fiber,clear,0.525
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,3,Xbay1_mp10_3,fiber,clear,0.255
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,3,Xbay1_mp10_3,fiber,clear,0.683
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,3,Xbay1_mp10_3,fiber,clear,1.007
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,2,Xbay1_mp10_2,fragment,clear,0.234
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,2,Xbay1_mp10_2,fragment,clear,0.156
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp10,1,Xbay1_mp10_1,fiber,blue,0.185
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,9,Xbay1_mp1_9,fiber,clear,4.6
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,9,Xbay1_mp1_9,fiber,clear,0.938
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,8,Xbay1_mp1_8,fiber,red,1.014
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,7,Xbay1_mp1_7,fiber,clear,0.665
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,6,Xbay1_mp1_6,fiber,green,0.474
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,5,Xbay1_mp1_5,fiber,clear,0.97
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,5,Xbay1_mp1_5,fiber,clear,1.221
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,4,Xbay1_mp1_4,fiber,blue,1.292
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,4,Xbay1_mp1_4,fiber,clear,2.418
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,4,Xbay1_mp1_4,fragment,clear,0.416
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,3,Xbay1_mp1_3,fragment,clear,0.513
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,3,Xbay1_mp1_3,fiber,clear,1.362
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,2,Xbay1_mp1_2,fragment,clear,0.332
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,2,Xbay1_mp1_2,fiber,red,0.727
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,1,Xbay1_mp1_1,fragment,red,0.119
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,1,Xbay1_mp1_1,fiber,clear,0.74
Spring2021,Xbay,Xbay1,oyster,Xbay1_mp1,1,Xbay1_mp1_1,fiber,clear,0.194
Spring2021,Xbay,Xbay1,oysterblank,Xbay1_oysterblank4,1,Xbay1_oysterblank4_1,fiber,clear,1.485
Spring2021,Xbay,Xbay1,oysterblank,Xbay1_oysterblank4,1,Xbay1_oysterblank4_1,fiber,clear,0.582
Spring2021,Xbay,Xbay1,oysterblank,Xbay1_oysterblank4,1,Xbay1_oysterblank4_1,fiber,blue,0.577
Spring2021,Wbay,Wbay3,waterblank,Wbay3_waterblank,1,Wbay3_waterblank_1,fiber,black,1.795
Spring2021,Wbay,Wbay3,waterblank,Wbay3_waterblank,1,Wbay3_waterblank_1,fiber,clear,0.42
Spring2021,Wbay,Wbay3,waterblank,Wbay3_waterblank,1,Wbay3_waterblank_1,fiber,blue,3.434
Spring2021,Wbay,Wbay3,waterblank,Wbay3_waterblank,1,Wbay3_waterblank_1,fiber,red,0.398
Spring2021,Wbay,Wbay3,waterblank,Wbay3_waterblank,1,Wbay3_waterblank_1,fiber,red,0.564
Spring2021,Wbay,Wbay3,waterblank,Wbay3_waterblank,1,Wbay3_waterblank_1,fiber,red,0.574
Spring2021,Wbay,Wbay3,water,Wbay3_water3,5,Wbay3_water3_5,fiber,blue,1.391
Spring2021,Wbay,Wbay3,water,Wbay3_water3,5,Wbay3_water3_5,fiber,red,1.938
Spring2021,Wbay,Wbay3,water,Wbay3_water3,4,Wbay3_water3_4,fiber,red,0.499
Spring2021,Wbay,Wbay3,water,Wbay3_water3,3,Wbay3_water3_3,fiber,clear,2.003
Spring2021,Wbay,Wbay3,water,Wbay3_water3,2,Wbay3_water3_2,fiber,red,0.737
Spring2021,Wbay,Wbay3,water,Wbay3_water3,1,Wbay3_water3_1,fiber,red,1.066
Spring2021,Wbay,Wbay3,water,Wbay3_water2,5,Wbay3_water2_5,fiber,clear,2.19
Spring2021,Wbay,Wbay3,water,Wbay3_water2,5,Wbay3_water2_5,fiber,blue,0.226
Spring2021,Wbay,Wbay3,water,Wbay3_water2,4,Wbay3_water2_4,fragment,pink,2.371
Spring2021,Wbay,Wbay3,water,Wbay3_water2,4,Wbay3_water2_4,fiber,blue,0.833
Spring2021,Wbay,Wbay3,water,Wbay3_water2,3,Wbay3_water2_3,fragment,clear,0.278
Spring2021,Wbay,Wbay3,water,Wbay3_water2,3,Wbay3_water2_3,fragment,pink,0.779
Spring2021,Wbay,Wbay3,water,Wbay3_water2,2,Wbay3_water2_2,fragment,pink,0.39
Spring2021,Wbay,Wbay3,water,Wbay3_water2,2,Wbay3_water2_2,fiber,red,0.518
Spring2021,Wbay,Wbay3,water,Wbay3_water2,1,Wbay3_water2_1,fragment,pink,0.378
Spring2021,Wbay,Wbay3,water,Wbay3_water1,6,Wbay3_water1_6,fiber,red,0.471
Spring2021,Wbay,Wbay3,water,Wbay3_water1,6,Wbay3_water1_6,fiber,red,0.603
Spring2021,Wbay,Wbay3,water,Wbay3_water1,5,Wbay3_water1_5,fiber,red,1.237
Spring2021,Wbay,Wbay3,water,Wbay3_water1,4,Wbay3_water1_4,fiber,black,0.218
Spring2021,Wbay,Wbay3,water,Wbay3_water1,3,Wbay3_water1_3,fiber,black,1.298
Spring2021,Wbay,Wbay3,water,Wbay3_water1,2,Wbay3_water1_2,fiber,red,0.42
Spring2021,Wbay,Wbay3,water,Wbay3_water1,1,Wbay3_water1_1,fiber,pink,0.368
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank3,1,Wbay3_oysterblank3_1,fiber,blue,0.494
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank3,2,Wbay3_oysterblank3_2,fiber,pink,0.909
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank2,1,Wbay3_oysterblank2_1,fiber,blue,0.222
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank2,1,Wbay3_oysterblank2_1,fiber,blue,0.836
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank2,1,Wbay3_oysterblank2_1,fiber,clear,0.227
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank1,1,Wbay3_oysterblank1_1,fiber,black,7.085
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank1,1,Wbay3_oysterblank1_1,fiber,blue,1.592
Spring2021,Wbay,Wbay3,oysterblank,Wbay3_oysterblank1,1,Wbay3_oysterblank1_1,fiber,clear,0.235
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp9,9,Wbay3_mp9_9,fiber,clear,0.635
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp9,6,Wbay3_mp9_6,fiber,clear,0.559
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp9,3,Wbay3_mp9_3,fiber,clear,0.788
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp9,2,Wbay3_mp9_2,fiber,red,1.208
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp9,1,Wbay3_mp9_1,fiber,blue,0.697
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp8,8,Wbay3_mp8_8,fiber,clear,0.758
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp8,7,Wbay3_mp8_7,fiber,blue,1.286
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp8,7,Wbay3_mp8_7,fragment,clear,0.469
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp8,4,Wbay3_mp8_4,fiber,clear,0.91
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp8,3,Wbay3_mp8_3,fiber,black,0.249
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp8,3,Wbay3_mp8_3,fiber,grey,0.137
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp7,4,Wbay3_mp7_4,fragment,red,0.175
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp7,4,Wbay3_mp7_4,fiber,clear,4.169
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp7,3,Wbay3_mp7_3,fragment,clear,0.708
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp7,2,Wbay3_mp7_2,fiber,clear,0.683
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp6,5,Wbay3_mp6_5,fiber,black,0.598
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp6,4,Wbay3_mp6_4,fiber,clear,1.135
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp6,2,Wbay3_mp6_2,fiber,clear,0.425
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp6,2,Wbay3_mp6_2,fiber,grey,0.517
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp5,5,Wbay3_mp5_5,fiber,black,0.344
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp5,2,Wbay3_mp5_2,fiber,clear,0.929
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp5,1,Wbay3_mp5_1,fiber,clear,0.551
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp4,4,Wbay3_mp4_4,fiber,clear,1.192
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp4,3,Wbay3_mp4_3,fiber,clear,0.739
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp4,2,Wbay3_mp4_2,fiber,clear,2.586
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp4,1,Wbay3_mp4_1,fiber,clear,3.187
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp3,7,Wbay3_mp3_7,fiber,clear,0.772
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp3,7,Wbay3_mp3_7,fiber,black,0.121
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp3,6,Wbay3_mp3_6,fiber,clear,0.847
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp3,1,Wbay3_mp3_1,fiber,clear,0.623
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp2,5,Wbay3_mp2_5,fiber,clear,0.998
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp2,4,Wbay3_mp2_4,fiber,clear,3.23
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp2,3,Wbay3_mp2_3,fiber,clear,0.898
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp2,3,Wbay3_mp2_3,fiber,clear,2.301
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp2,2,Wbay3_mp2_2,fiber,clear,0.703
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp12,9,Wbay3_mp12_9,fiber,clear,0.309
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp12,6,Wbay3_mp12_6,fiber,grey,2.68
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp12,6,Wbay3_mp12_6,fiber,black,5.117
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp12,6,Wbay3_mp12_6,fragment,black,0.334
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp11,4,Wbay3_mp11_4,fiber,black,1.137
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp11,3,Wbay3_mp11_3,fiber,clear,1.209
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp11,1,Wbay3_mp11_1,fiber,clear,0.858
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp10,8,Wbay3_mp10_8,fiber,clear,0.859
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp10,7,Wbay3_mp10_7,fiber,black,1.451
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp10,6,Wbay3_mp10_6,fiber,clear,0.585
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp10,6,Wbay3_mp10_6,fragment,red,0.23
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp10,6,Wbay3_mp10_6,fiber,clear,0.543
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp10,2,Wbay3_mp10_2,fiber,clear,0.908
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp10,2,Wbay3_mp10_2,fiber,black,0.286
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp1,5,Wbay3_mp1_5,fiber,clear,2.488
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp1,4,Wbay3_mp1_4,fiber,blue,1.787
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp1,3,Wbay3_mp1_3,fiber,clear,1.456
Spring2021,Wbay,Wbay3,oyster,Wbay3_mp1,1,Wbay3_mp1_1,fiber,clear,1.218
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,clear,0.802
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,red,0.314
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,red,1.011
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,black,0.741
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,clear,0.6
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,blue,0.377
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,red,1.272
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,red,0.29
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,clear,1.038
Spring2021,Wbay,Wbay2,waterblank,Wbay2_waterblank,1,Wbay2_waterblank_1,fiber,clear,0.519
Spring2021,Wbay,Wbay2,water,Wbay2_water3,6,Wbay2_water3_6,fiber,red,4.835
Spring2021,Wbay,Wbay2,water,Wbay2_water3,6,Wbay2_water3_6,fiber,red,0.751
Spring2021,Wbay,Wbay2,water,Wbay2_water3,5,Wbay2_water3_5,fiber,red,2.505
Spring2021,Wbay,Wbay2,water,Wbay2_water3,4,Wbay2_water3_4,fiber,red,1.338
Spring2021,Wbay,Wbay2,water,Wbay2_water3,4,Wbay2_water3_4,fragment,clear,0.218
Spring2021,Wbay,Wbay2,water,Wbay2_water3,3,Wbay2_water3_3,fiber,blue,0.903
Spring2021,Wbay,Wbay2,water,Wbay2_water3,2,Wbay2_water3_2,fiber,black,0.522
Spring2021,Wbay,Wbay2,water,Wbay2_water3,1,Wbay2_water3_1,fiber,red,2.035
Spring2021,Wbay,Wbay2,water,Wbay2_water3,1,Wbay2_water3_1,fiber,clear,0.181
Spring2021,Wbay,Wbay2,water,Wbay2_water2,6,Wbay2_water2_6,fiber,blue,0.727
Spring2021,Wbay,Wbay2,water,Wbay2_water2,6,Wbay2_water2_6,fiber,red,0.717
Spring2021,Wbay,Wbay2,water,Wbay2_water2,5,Wbay2_water2_5,fiber,red,1.398
Spring2021,Wbay,Wbay2,water,Wbay2_water2,4,Wbay2_water2_4,fiber,blue,2.015
Spring2021,Wbay,Wbay2,water,Wbay2_water2,3,Wbay2_water2_3,fiber,blue,0.297
Spring2021,Wbay,Wbay2,water,Wbay2_water2,2,Wbay2_water2_2,fiber,red,0.553
Spring2021,Wbay,Wbay2,water,Wbay2_water2,2,Wbay2_water2_2,fragment,pink,0.218
Spring2021,Wbay,Wbay2,water,Wbay2_water2,1,Wbay2_water2_1,fiber,black,0.306
Spring2021,Wbay,Wbay2,water,Wbay2_water2,1,Wbay2_water2_1,fiber,red,0.784
Spring2021,Wbay,Wbay2,water,Wbay2_water1,6,Wbay2_water1_6,fiber,red,1.026
Spring2021,Wbay,Wbay2,water,Wbay2_water1,5,Wbay2_water1_5,fiber,blue,0.387
Spring2021,Wbay,Wbay2,water,Wbay2_water1,4,Wbay2_water1_4,fiber,red,0.664
Spring2021,Wbay,Wbay2,water,Wbay2_water1,3,Wbay2_water1_3,fiber,red,1.189
Spring2021,Wbay,Wbay2,water,Wbay2_water1,2,Wbay2_water1_2,fiber,red,1.089
Spring2021,Wbay,Wbay2,water,Wbay2_water1,1,Wbay2_water1_1,fiber,red,0.373
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank3,1,Wbay2_oysterblank3_1,fiber,clear,0.696
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank3,1,Wbay2_oysterblank3_1,fiber,blue,0.81
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank3,1,Wbay2_oysterblank3_1,fiber,black,1.067
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank3,1,Wbay2_oysterblank3_1,fiber,clear,0.354
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank3,1,Wbay2_oysterblank3_1,fragment,clear,0.136
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank2,1,Wbay2_oysterblank2_1,fiber,clear,0.24
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank2,1,Wbay2_oysterblank2_1,fiber,clear,1.353
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank2,1,Wbay2_oysterblank2_1,fiber,black,1.483
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank2,1,Wbay2_oysterblank2_1,fiber,blue,0.782
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank1,1,Wbay2_oysterblank1_1,fiber,clear,1.553
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank1,1,Wbay2_oysterblank1_1,fiber,clear,0.484
Spring2021,Wbay,Wbay2,oysterblank,Wbay2_oysterblank1,1,Wbay2_oysterblank1_1,fiber,clear,1.109
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,7,Wbay2_mp9_7,fiber,blue,1.236
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,7,Wbay2_mp9_7,fiber,blue,0.627
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,6,Wbay2_mp9_6,fiber,pink,1.158
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,6,Wbay2_mp9_6,fiber,clear,1.281
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,5,Wbay2_mp9_5,fiber,clear,14.235
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,4,Wbay2_mp9_4,fiber,clear,1.762
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,4,Wbay2_mp9_4,fiber,clear,6.475
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,3,Wbay2_mp9_3,fiber,red,1.003
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,2,Wbay2_mp9_2,fiber,grey,0.298
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp9,1,Wbay2_mp9_1,fiber,black,0.62
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,5,Wbay2_mp8_5,fiber,blue,1.556
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,5,Wbay2_mp8_5,fiber,clear,1.638
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,5,Wbay2_mp8_5,fiber,red,0.749
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,4,Wbay2_mp8_4,fiber,clear,0.67
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,4,Wbay2_mp8_4,fiber,clear,1.24
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,4,Wbay2_mp8_4,fiber,clear,0.622
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,3,Wbay2_mp8_3,fragment,blue,0.393
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,2,Wbay2_mp8_2,fiber,clear,0.781
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,1,Wbay2_mp8_1,fiber,clear,0.381
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp8,1,Wbay2_mp8_1,fiber,red,0.356
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,9,Wbay2_mp7_9,fiber,blue,3.042
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,8,Wbay2_mp7_8,fiber,red,0.934
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,7,Wbay2_mp7_7,fiber,clear,1.324
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,7,Wbay2_mp7_7,fiber,red,1.764
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,6,Wbay2_mp7_6,fiber,clear,0.951
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,6,Wbay2_mp7_6,fiber,clear,0.447
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,5,Wbay2_mp7_5,fiber,clear,0.694
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,4,Wbay2_mp7_4,fiber,blue,4.105
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,4,Wbay2_mp7_4,fiber,clear,0.939
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp7,1,Wbay2_mp7_1,fiber,black,2.316
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp6,5,Wbay2_mp6_5,fiber,clear,0.528
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp6,5,Wbay2_mp6_5,fiber,red,0.537
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp6,4,Wbay2_mp6_4,fiber,clear,0.801
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp6,3,Wbay2_mp6_3,fiber,clear,0.329
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp6,2,Wbay2_mp6_2,fiber,clear,0.227
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp6,1,Wbay2_mp6_1,fiber,clear,1.913
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp5,7,Wbay2_mp5_7,fiber,blue,1.496
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp5,4,Wbay2_mp5_4,fiber,clear,0.548
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp5,2,Wbay2_mp5_2,fiber,clear,0.731
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp5,1,Wbay2_mp5_1,fiber,clear,1.105
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,8,Wbay2_mp4_8,fiber,clear,0.423
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,7,Wbay2_mp4_7,fiber,clear,0.424
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,6,Wbay2_mp4_6,fiber,clear,2.52
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,6,Wbay2_mp4_6,fiber,clear,1.605
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,5,Wbay2_mp4_5,fiber,blue,1.604
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,4,Wbay2_mp4_4,fiber,clear,1.443
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,4,Wbay2_mp4_4,fiber,black,0.554
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,3,Wbay2_mp4_3,fiber,clear,1.481
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,2,Wbay2_mp4_2,fiber,clear,0.627
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,2,Wbay2_mp4_2,fiber,red,0.547
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp4,1,Wbay2_mp4_1,fiber,clear,0.733
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,9,Wbay2_mp3_9,fiber,blue,2.914
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,8,Wbay2_mp3_8,fiber,blue,0.816
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,7,Wbay2_mp3_7,fiber,grey,0.546
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,6,Wbay2_mp3_6,fiber,blue,1.02
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,4,Wbay2_mp3_4,fiber,red,0.974
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,4,Wbay2_mp3_4,fiber,blue,0.329
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,3,Wbay2_mp3_3,fiber,red,0.398
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,2,Wbay2_mp3_2,fiber,clear,1.513
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,13,Wbay2_mp3_13,fiber,clear,10.294
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,13,Wbay2_mp3_13,fiber bundle,black,1.849
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,11,Wbay2_mp3_11,fiber,orange,2.365
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,10,Wbay2_mp3_10,fiber,clear,1.231
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,10,Wbay2_mp3_10,fiber,red,2.233
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,1,Wbay2_mp3_1,fiber,clear,1.211
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp3,1,Wbay2_mp3_1,fiber,clear,1.538
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,7,Wbay2_mp2_7,fiber,clear,0.334
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,6,Wbay2_mp2_6,fiber,blue,0.881
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,6,Wbay2_mp2_6,fiber,clear,5.929
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,5,Wbay2_mp2_5,fiber,clear,0.74
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,4,Wbay2_mp2_4,fiber,clear,0.705
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,4,Wbay2_mp2_4,fiber,clear,2.99
Spring2021,Wbay,Wbay2,oyster,Wbay2_mp2,3,Wbay2_mp2_3,fiber,clear,0.523
